mysql> SELECT * FROM gmina;
+------+-----------------------------+
| id   | name                        |
|  771 | gm. Jab?onowo Pomorskie     |
|  772 | gm. Walim                   |
|  773 | gm. Ropczyce                |
|  774 | gm. Boles?aw                |
|  775 | gm. Baranów                 |
|  776 | gm. Paw?osiów               |
|  777 | gm. Dobra                   |
|  778 | gm. G?ogówek                |
|  779 | gm. Lubie? Kujawski         |
|  780 | gm. Paw?owice               |
|  781 | gm. Su?oszowa               |
|  782 | gm. Troszyn                 |
|  783 | gm. Trzciel                 |
|  784 | gm. Krzy?anowice            |
|  785 | gm. ?omianki                |
|  786 | gm. ?migiel                 |
|  787 | gm. ?wiecie                 |
|  788 | gm. Sitno                   |
|  789 | m. ?wi?toch?owice           |
|  790 | m. W?oc?awek                |
|  791 | gm. ??ck                    |
|  792 | gm. Ruda-Huta               |
|  793 | gm. Stary Brus              |
|  794 | gm. Pruchnik                |
|  795 | gm. ?wierzawa               |
|  796 | gm. Debrzno                 |
|  797 | gm. B?onie                  |
|  798 | m. Kamienna Góra            |
|  799 | gm. Karczew                 |
|  800 | gm. Lelis                   |
|  801 | gm. G?uszyca                |
|  802 | Wola                        |
|  803 | m. Zgierz                   |
|  804 | gm. Raci??                  |
|  805 | m. Karpacz                  |
|  806 | m. ?a?cut                   |
|  807 | gm. S?kowa                  |
|  808 | m. Boguszów-Gorce           |
|  809 | m. Jaros?aw                 |
|  810 | gm. Kozienice               |
|  811 | m. K?trzyn                  |
|  812 | m. Lubo?                    |
|  813 | m. Szczecinek               |
|  814 | gm. Bytnica                 |
|  815 | gm. Kramsk                  |
|  816 | m. Malbork                  |
|  817 | gm. Ustka                   |
|  818 | gm. Warta                   |
|  819 | gm. Wilkowice               |
|  820 | gm. Nowe Miasteczko         |
|  821 | gm. Go?uchów                |
|  822 | gm. Osieczna                |
|  823 | m. Szczytno                 |
|  824 | gm. Nidzica                 |
|  825 | gm. Dopiewo                 |
|  826 | gm. Starogard Gda?ski       |
|  827 | m. Pi?a                     |
|  828 | gm. Baranów Sandomierski    |
|  829 | gm. Jemielnica              |
|  830 | gm. Che?mek                 |
|  831 | m. Zgorzelec                |
|  832 | gm. Cedry Wielkie           |
|  833 | gm. Mogilno                 |
|  834 | gm. Zaleszany               |
|  835 | gm. Szamotu?y               |
|  836 | m. Garwolin                 |
|  837 | m. L?bork                   |
|  838 | gm. Rzewnie                 |
|  839 | gm. Górzyca                 |
|  840 | gm. ?oniów                  |
|  841 | gm. Rogó?no                 |
|  842 | m. Kowal                    |
|  843 | gm. Pietrowice Wielkie      |
|  844 | gm. Gorzków                 |
|  845 | gm. Moszczenica             |
|  846 | gm. Uniejów                 |
|  847 | gm. Strzeleczki             |
|  848 | gm. Lubochnia               |
|  849 | gm. Bieliny                 |
|  850 | gm. ?cinawa                 |
|  851 | gm. Szyd?owo                |
|  852 | gm. Czarnia                 |
|  853 | gm. Pieszyce                |
|  854 | gm. Stawiski                |
|  855 | gm. S?upno                  |
|  856 | gm. ?obez                   |
|  857 | m. Sochaczew                |
|  858 | m. ?widnik                  |
|  859 | m. Radlin                   |
|  860 | gm. S?upca                  |
|  861 | gm. Biesiekierz             |
|  862 | gm. Ceg?ów                  |
|  863 | gm. Choszczno               |
|  864 | gm. W?gorzewo               |
|  865 | m. Lubin                    |
|  866 | gm. Wielu?                  |
|  867 | m. Dar?owo                  |
|  868 | m. Radzy? Podlaski          |
|  869 | gm. ?abia Wola              |
|  870 | gm. Dobrzy? nad Wis??       |
|  871 | gm. Mieroszów               |
|  872 | m. Chojnów                  |
|  873 | m. Jawor                    |
|  874 | gm. Oborniki ?l?skie        |
|  875 | gm. Kolonowskie             |
|  876 | m. K?odzko                  |
|  877 | gm. Jasie?                  |
|  878 | gm. Hajnówka                |
|  879 | gm. Bra?szczyk              |
|  880 | gm. Brwinów                 |
|  881 | m. Leszno                   |
|  882 | m. Siemianowice ?l?skie     |
|  883 | gm. ?elechlinek             |
|  884 | gm. Sul?cin                 |
|  885 | gm. Puck                    |
|  886 | gm. Konopiska               |
|  887 | gm. Bodzanów                |
|  888 | m. K?dzierzyn-Ko?le         |
|  889 | m. Bieru?                   |
|  890 | gm. Zarszyn                 |
|  891 | gm. O?arów Mazowiecki       |
|  892 | gm. Grybów                  |
|  893 | gm. Moskorzew               |
|  894 | gm. Mi?dzychód              |
|  895 | gm. Wi?zowna                |
|  896 | gm. Czarna                  |
|  897 | gm. Siepraw                 |
|  898 | gm. K?kolewnica             |
|  899 | gm. Nied?wied?              |
|  900 | gm. ?a?cut                  |
|  901 | gm. Banie                   |
|  902 | gm. Bartoszyce              |
|  903 | gm. Bojanów                 |
|  904 | gm. K?aj                    |
|  905 | gm. ?o?ynia                 |
|  906 | gm. Niepo?omice             |
|  907 | gm. Brze?nica               |
|  908 | gm. Kleszczów               |
|  909 | gm. Ha?sk                   |
|  910 | gm. Dziwnów                 |
|  911 | gm. D?utów                  |
|  912 | gm. Wyry                    |
|  913 | gm. Je?ewo                  |
|  914 | gm. Chorkówka               |
|  915 | gm. Ko?aczyce               |
|  916 | gm. Wolsztyn                |
|  917 | gm. Ma?ogoszcz              |
|  918 | gm. Wi?zownica              |
|  919 | gm. Wojaszówka              |
|  920 | gm. Opatowiec               |
|  921 | gm. Jaros?aw                |
|  922 | gm. Pleszew                 |
|  923 | gm. Por?bka                 |
|  924 | gm. Powidz                  |
|  925 | gm. Przysucha               |
|  926 | gm. Stepnica                |
|  927 | gm. Radwanice               |
|  928 | m. Ruda ?l?ska              |
|  929 | gm. Siekierczyn             |
|  930 | gm. Subkowy                 |
|  931 | gm. Biskupice               |
|  932 | gm. Rad?ów                  |
|  933 | gm. Mied?na                 |
|  934 | gm. Ka?czuga                |
|  935 | gm. ?ubowo                  |
|  936 | gm. Mucharz                 |
|  937 | gm. Libi??                  |
|  938 | gm. Poniec                  |
|  939 | m. Pabianice                |
|  940 | gm. S?awa                   |
|  941 | gm. W?gliniec               |
|  942 | gm. Kornowac                |
|  943 | gm. Jemielno                |
|  944 | gm. Glinojeck               |
|  945 | gm. Do?hobyczów             |
|  946 | gm. Pruszcz                 |
|  947 | gm. Lubenia                 |
|  948 | gm. Rachanie                |
|  949 | gm. Soko?ów Ma?opolski      |
|  950 | gm. Krokowa                 |
|  951 | m. Gozdnica                 |
|  952 | m. Knurów                   |
|  953 | gm. Rakoniewice             |
|  954 | gm. Czerwionka-Leszczyny    |
|  955 | gm. Przechlewo              |
|  956 | gm. ?abunie                 |
|  957 | m. Sierpc                   |
|  958 | gm. P?oty                   |
|  959 | gm. Wojs?awice              |
|  960 | gm. Wilków                  |
|  961 | gm. Trzemeszno              |
|  962 | m. Jas?o                    |
|  963 | gm. Brzeszcze               |
|  964 | gm. Stary Zamo??            |
|  965 | gm. Rakszawa                |
|  966 | gm. Czudec                  |
|  967 | gm. Tczów                   |
|  968 | gm. Radzy? Podlaski         |
|  969 | gm. Wolbórz                 |
|  970 | gm. Ostrów                  |
|  971 | gm. Tyczyn                  |
|  972 | gm. Wohy?                   |
|  973 | gm. Nowy ?migród            |
|  974 | gm. Bierawa                 |
|  975 | gm. G?ogów Ma?opolski       |
|  976 | gm. Brzostek                |
|  977 | gm. Haczów                  |
|  978 | gm. Radziechowy-Wieprz      |
|  979 | gm. Rymanów                 |
|  980 | gm. ?wilcza                 |
|  981 | gm. Tomaszów Mazowiecki     |
|  982 | gm. Dukla                   |
|  983 | gm. Z?ota                   |
|  984 | gm. Bielawy                 |
|  985 | gm. Or?y                    |
|  986 | gm. Osiek Jasielski         |
|  987 | gm. Tarnowiec               |
|  988 | gm. Trojanów                |
|  989 | gm. Jedlicze                |
|  990 | gm. O?wi?cim                |
|  991 | gm. Radomy?l nad Sanem      |
|  992 | gm. Brzyska                 |
|  993 | gm. Alwernia                |
|  994 | gm. M?drzechów              |
|  995 | gm. Ulan-Majorat            |
|  996 | gm. Dynów                   |
|  997 | gm. Sko?yszyn               |
|  998 | gm. Dydnia                  |
|  999 | gm. Wi?niowa                |
| 1000 | gm. Tuszów Narodowy         |
| 1001 | gm. Bia?a                   |
| 1002 | gm. ?ask                    |
| 1003 | gm. Ole?nica                |
| 1004 | gm. Trzcinica               |
| 1005 | gm. Gostynin                |
| 1006 | gm. Sieniawa                |
| 1007 | gm. Iwonicz-Zdrój           |
| 1008 | gm. Krotoszyn               |
| 1009 | gm. Bodzechów               |
| 1010 | gm. B?dzino                 |
| 1011 | gm. Miejsce Piastowe        |
| 1012 | gm. Zator                   |
| 1013 | gm. ?owicz                  |
| 1014 | gm. Wadowice Górne          |
| 1015 | gm. Kro?cienko Wy?ne        |
| 1016 | gm. Nowa D?ba               |
| 1017 | gm. Praszka                 |
| 1018 | gm. Stegna                  |
| 1019 | gm. Popielów                |
| 1020 | gm. Gilowice                |
| 1021 | gm. Olsztyn                 |
| 1022 | gm. Micha?owo               |
| 1023 | gm. Rani?ów                 |
| 1024 | gm. Czemierniki             |
| 1025 | gm. Drelów                  |
| 1026 | gm. Trzebownisko            |
| 1027 | gm. Rzepiennik Strzy?ewski  |
| 1028 | gm. Ciepielów               |
| 1029 | gm. Wilamowice              |
| 1030 | gm. Gnojnik                 |
| 1031 | gm. Nielisz                 |
| 1032 | gm. Krasnystaw              |
| 1033 | gm. Miedzna                 |
| 1034 | gm. Markuszów               |
| 1035 | gm. Wierzchos?awice         |
| 1036 | gm. Gromnik                 |
| 1037 | gm. Bralin                  |
| 1038 | gm. Szczucin                |
| 1039 | gm. Wojnicz                 |
| 1040 | gm. Kozieg?owy              |
| 1041 | gm. Biecz                   |
| 1042 | gm. Skarbimierz             |
| 1043 | gm. Be??yce                 |
| 1044 | gm. Lipnica Wielka          |
| 1045 | gm. Sompolno                |
| 1046 | gm. Lubsza                  |
| 1047 | gm. ?u?na                   |
| 1048 | gm. Przygodzice             |
| 1049 | gm. Szczytna                |
| 1050 | gm. Godziesze Wielkie       |
| 1051 | gm. Gorlice                 |
| 1052 | m. Dynów                    |
| 1053 | m. Rzeszów                  |
| 1054 | gm. Goleszów                |
| 1055 | m. Tarnobrzeg               |
| 1056 | gm. Maków Podhala?ski       |
| 1057 | gm. Pot?gowo                |
| 1058 | gm. Wrze?nia                |
| 1059 | gm. Wi?zów                  |
| 1060 | gm. Baborów                 |
| 1061 | gm. Ko?minek                |
| 1062 | gm. Paw?owiczki             |
| 1063 | gm. ?elechów                |
| 1064 | gm. Stawiguda               |
| 1065 | gm. Klembów                 |
| 1066 | gm. K?ty Wroc?awskie        |
| 1067 | m. O?wi?cim                 |
| 1068 | gm. Suchy Las               |
| 1069 | gm. Andrespol               |
| 1070 | gm. Podegrodzie             |
| 1071 | gm. Zawoja                  |
| 1072 | gm. Paczków                 |
| 1073 | gm. Zakliczyn               |
| 1074 | m. Cieszyn                  |
| 1075 | m. Skar?ysko-Kamienna       |
| 1076 | gm. Mszana Dolna            |
| 1077 | gm. Ja?wi?y                 |
| 1078 | gm. Ostrów Mazowiecka       |
| 1079 | gm. S?upia Konecka          |
| 1080 | gm. Sulejów                 |
| 1081 | gm. Strawczyn               |
| 1082 | gm. Wieliczki               |
| 1083 | m. G?ogów                   |
| 1084 | gm. Lutomiersk              |
| 1085 | m. Konstantynów ?ódzki      |
| 1086 | gm. Mietków                 |
| 1087 | gm. Górowo I?aweckie        |
| 1088 | gm. Szaflary                |
| 1089 | gm. Ryjewo                  |
| 1090 | gm. Czechowice-Dziedzice    |
| 1091 | gm. Je?owe                  |
| 1092 | gm. Miko?ajki               |
| 1093 | gm. Ruciane-Nida            |
| 1094 | gm. Skoki                   |
| 1095 | m. Tomaszów Mazowiecki      |
| 1096 | m. Krosno                   |
| 1097 | gm. Staszów                 |
| 1098 | m. Przasnysz                |
| 1099 | gm. Ruja                    |
| 1100 | m. Ko?o                     |
| 1101 | gm. Aleksandrów Kujawski    |
| 1102 | gm. Lubaczów                |
| 1103 | gm. Bierzwnik               |
| 1104 | gm. Stara Bia?a             |
| 1105 | gm. Wyszogród               |
| 1106 | m. Bra?sk                   |
| 1107 | gm. Le?ajsk                 |
| 1108 | gm. Tuchola                 |
| 1109 | gm. Kock                    |
| 1110 | gm. Nowe Miasto nad Pilic?  |
| 1111 | gm. Ryki                    |
| 1112 | gm. Raba Wy?na              |
| 1113 | gm. Zbros?awice             |
| 1114 | gm. Ba?kowice               |
| 1115 | gm. Bejsce                  |
| 1116 | gm. Sieradz                 |
| 1117 | gm. Blachownia              |
| 1118 | gm. Dzia?oszyn              |
| 1119 | m. Bochnia                  |
| 1120 | m. Boles?awiec              |
| 1121 | gm. Borz?cin                |
| 1122 | m. Brzeziny                 |
| 1123 | gm. Lubowidz                |
| 1124 | gm. Polanów                 |
| 1125 | gm. Choroszcz               |
| 1126 | gm. Karsin                  |
| 1127 | gm. O?arów                  |
| 1128 | m. Czelad?                  |
| 1129 | gm. Juchnowiec Ko?cielny    |
| 1130 | gm. Tczew                   |
| 1131 | gm. Drzewica                |
| 1132 | gm. Je?ów                   |
| 1133 | m. D?bica                   |
| 1134 | m. Gi?ycko                  |
| 1135 | gm. Gniew                   |
| 1136 | gm. Gnojno                  |
| 1137 | gm. Wartkowice              |
| 1138 | gm. Gietrzwa?d              |
| 1139 | gm. Góra Kalwaria           |
| 1140 | m. G?owno                   |
| 1141 | gm. Fredropol               |
| 1142 | gm. Zaklików                |
| 1143 | gm. W?dro?e Wielkie         |
| 1144 | gm. Jonkowo                 |
| 1145 | gm. Kamie? Kraje?ski        |
| 1146 | gm. Witnica                 |
| 1147 | gm. Zabierzów               |
| 1148 | gm. Strzy?ewice             |
| 1149 | gm. Branice                 |
| 1150 | gm. G?ubczyce               |
| 1151 | gm. Kobyla Góra             |
| 1152 | gm. Ostrzeszów              |
| 1153 | gm. Konstantynów            |
| 1154 | gm. Korfantów               |
| 1155 | gm. Bia?a Podlaska          |
| 1156 | gm. Krasnobród              |
| 1157 | gm. S?awoborze              |
| 1158 | gm. Baruchowo               |
| 1159 | gm. Lisków                  |
| 1160 | m. Maków Mazowiecki         |
| 1161 | gm. Ksi?? Wielki            |
| 1162 | gm. Mielno                  |
| 1163 | gm. J?drzejów               |
| 1164 | gm. R?bino                  |
| 1165 | gm. Mo?ki                   |
| 1166 | m. Nowa Ruda                |
| 1167 | gm. Nowogard                |
| 1168 | gm. Obryte                  |
| 1169 | gm. Olkusz                  |
| 1170 | gm. Pakos?aw                |
| 1171 | gm. Pi?czów                 |
| 1172 | gm. Bedlno                  |
| 1173 | gm. Szadek                  |
| 1174 | gm. Iwaniska                |
| 1175 | gm. Prószków                |
| 1176 | gm. Sieroszewice            |
| 1177 | gm. Pu?tusk                 |
| 1178 | gm. Bogoria                 |
| 1179 | gm. Sanok                   |
| 1180 | gm. ?adzice                 |
| 1181 | gm. Szyd?ów                 |
| 1182 | gm. ?uków                   |
| 1183 | gm. Jeziora Wielkie         |
| 1184 | gm. Ostrówek                |
| 1185 | gm. Orchowo                 |
| 1186 | gm. Strza?kowo              |
| 1187 | gm. Gniewino                |
| 1188 | gm. Le?nica                 |
| 1189 | gm. Wi?cbork                |
| 1190 | gm. Pszczew                 |
| 1191 | gm. D?bie                   |
| 1192 | gm. Szczutowo               |
| 1193 | gm. ?wi?tajno               |
| 1194 | gm. Radziejowice            |
| 1195 | gm. Bi?goraj                |
| 1196 | gm. Trzebiechów             |
| 1197 | gm. ?ani?ta                 |
| 1198 | gm. Secemin                 |
| 1199 | gm. Wydminy                 |
| 1200 | gm. Laszki                  |
| 1201 | gm. Zagórów                 |
| 1202 | gm. Ma?a Wie?               |
| 1203 | gm. Opatów                  |
| 1204 | gm. Oro?sko                 |
| 1205 | gm. Rozprza                 |
| 1206 | gm. Koniusza                |
| 1207 | gm. Chrzypsko Wielkie       |
| 1208 | gm. ?lesin                  |
| 1209 | gm. Elbl?g                  |
| 1210 | m. Tychy                    |
| 1211 | gm. Przedbórz               |
| 1212 | gm. Olsztynek               |
| 1213 | gm. Kowale Oleckie          |
| 1214 | gm. Bojad?a                 |
| 1215 | gm. Che?m?a                 |
| 1216 | gm. Drawno                  |
| 1217 | gm. Czempi?                 |
| 1218 | gm. Ropa                    |
| 1219 | gm. Gzy                     |
| 1220 | gm. Bojanowo                |
| 1221 | gm. Dygowo                  |
| 1222 | gm. Urz?dów                 |
| 1223 | gm. W?odawa                 |
| 1224 | gm. Wapno                   |
| 1225 | gm. Wielowie?               |
| 1226 | gm. Zelów                   |
| 1227 | gm. Gródek nad Dunajcem     |
| 1228 | m. Ozorków                  |
| 1229 | m. Puck                     |
| 1230 | m. Che?mno                  |
| 1231 | m. Be?chatów                |
| 1232 | Weso?a                      |
| 1233 | gm. Trzebiatów              |
| 1234 | m. I?awa                    |
| 1235 | m. Zielonka                 |
| 1236 | gm. Jeziorany               |
| 1237 | gm. Gryfice                 |
| 1238 | m. Kowary                   |
| 1239 | gm. Rabka-Zdrój             |
| 1240 | gm. Lyski                   |
| 1241 | gm. Mory?                   |
| 1242 | gm. Lelów                   |
| 1243 | gm. Tolkmicko               |
| 1244 | gm. Nasielsk                |
| 1245 | gm. Czarne                  |
| 1246 | gm. Muszyna                 |
| 1247 | m. Zdu?ska Wola             |
| 1248 | gm. Lubartów                |
| 1249 | gm. Jordanów                |
| 1250 | m. ?askarzew                |
| 1251 | gm. Za?uski                 |
| 1252 | gm. Godów                   |
| 1253 | gm. Staro?reby              |
| 1254 | gm. Kluki                   |
| 1255 | m. Pruszków                 |
| 1256 | m. Wa?brzych                |
| 1257 | gm. Choczewo                |
| 1258 | gm. Kochanowice             |
| 1259 | gm. Komprachcice            |
| 1260 | gm. Ujso?y                  |
| 1261 | gm. Pilawa                  |
| 1262 | gm. St??yca                 |
| 1263 | gm. Gaw?uszowice            |
| 1264 | gm. Parysów                 |
| 1265 | gm. Domaradz                |
| 1266 | gm. Czermin                 |
| 1267 | gm. Niebylec                |
| 1268 | gm. Nozdrzec                |
| 1269 | gm. Brojce                  |
| 1270 | gm. Krajenka                |
| 1271 | gm. Zagórz                  |
| 1272 | gm. Terespol                |
| 1273 | gm. Potworów                |
| 1274 | gm. Spytkowice              |
| 1275 | gm. Przytoczna              |
| 1276 | gm. Oleszyce                |
| 1277 | gm. Kosz?cin                |
| 1278 | gm. Warlubie                |
| 1279 | gm. Jedli?sk                |
| 1280 | gm. Skierbieszów            |
| 1281 | gm. Lisia Góra              |
| 1282 | gm. Cisek                   |
| 1283 | gm. Kobylin                 |
| 1284 | gm. Szerzyny                |
| 1285 | gm. Warnice                 |
| 1286 | gm. Bestwina                |
| 1287 | gm. Golczewo                |
| 1288 | gm. Grudusk                 |
| 1289 | gm. Grzmi?ca                |
| 1290 | gm. Grodzisko Dolne         |
| 1291 | gm. Nisko                   |
| 1292 | gm. Bodzentyn               |
| 1293 | gm. Budzów                  |
| 1294 | gm. Goleniów                |
| 1295 | gm. Le?niowice              |
| 1296 | m. Duszniki-Zdrój           |
| 1297 | gm. Szczawnica              |
| 1298 | gm. Czernichów              |
| 1299 | m. Cz?uchów                 |
| 1300 | gm. ?roda ?l?ska            |
| 1301 | gm. Mi?akowo                |
| 1302 | gm. Kwidzyn                 |
| 1303 | gm. Janikowo                |
| 1304 | m. Przeworsk                |
| 1305 | gm. Ga?                     |
| 1306 | gm. Sarnaki                 |
| 1307 | gm. Lidzbark                |
| 1308 | gm. Bartniczka              |
| 1309 | gm. Chrostkowo              |
| 1310 | m. Pu?awy                   |
| 1311 | gm. Lututów                 |
| 1312 | gm. Ró?an                   |
| 1313 | gm. Ogrodzieniec            |
| 1314 | gm. Turobin                 |
| 1315 | gm. Perzów                  |
| 1316 | gm. Kostom?oty              |
| 1317 | gm. Ryn                     |
| 1318 | gm. Pie?sk                  |
| 1319 | m. Tczew                    |
| 1320 | gm. Siedlce                 |
| 1321 | gm. T?uszcz                 |
| 1322 | gm. Firlej                  |
| 1323 | gm. R?dziny                 |
| 1324 | gm. Nieborów                |
| 1325 | gm. Poronin                 |
| 1326 | gm. Brody                   |
| 1327 | gm. Wyryki                  |
| 1328 | gm. Gr?bków                 |
| 1329 | gm. Osieck                  |
| 1330 | gm. ?ysomice                |
| 1331 | gm. Goworowo                |
| 1332 | gm. Rzeczniów               |
| 1333 | gm. Reszel                  |
| 1334 | gm. Jele?nia                |
| 1335 | gm. ?arki                   |
| 1336 | gm. ?ubniany                |
| 1337 | gm. Jelcz-Laskowice         |
| 1338 | m. Sucha Beskidzka          |
| 1339 | m. Z?bki                    |
| 1340 | gm. Pas??k                  |
| 1341 | gm. Brójce                  |
| 1342 | gm. Dzierzkowice            |
| 1343 | gm. W?odowice               |
| 1344 | gm. Radomin                 |
| 1345 | gm. Góra                    |
| 1346 | gm. Kocierzew Po?udniowy    |
| 1347 | gm. ?mud?                   |
| 1348 | gm. Wysoka                  |
| 1349 | gm. Pszczó?ki               |
| 1350 | gm. Jab?onna                |
| 1351 | gm. Tarnowo Podgórne        |
| 1352 | gm. Sadowne                 |
| 1353 | m. Nowy Targ                |
| 1354 | m. Luba?                    |
| 1355 | gm. Nowy Staw               |
| 1356 | gm. Krzywda                 |
| 1357 | gm. Dzwola                  |
| 1358 | gm. Sulmierzyce             |
| 1359 | gm. Przasnysz               |
| 1360 | gm. Go?ymin-O?rodek         |
| 1361 | gm. Jab?o?                  |
| 1362 | gm. Jasieniec               |
| 1363 | gm. Nowy Kaw?czyn           |
| 1364 | gm. Osjaków                 |
| 1365 | gm. Pakos?awice             |
| 1366 | gm. Pawonków                |
| 1367 | gm. Regnów                  |
| 1368 | gm. Rogów                   |
| 1369 | gm. Rytwiany                |
| 1370 | gm. Santok                  |
| 1371 | gm. Waganiec                |
| 1372 | gm. Wysokie                 |
| 1373 | gm. Zwierzyn                |
| 1374 | gm. ??czna                  |
| 1375 | gm. ?wi?tki                 |
| 1376 | gm. Ludwin                  |
| 1377 | gm. Jeleniewo               |
| 1378 | gm. Borzytuchom             |
| 1379 | gm. Starcza                 |
| 1380 | gm. Supra?l                 |
| 1381 | gm. Lewin K?odzki           |
| 1382 | gm. Bojszowy                |
| 1383 | gm. Wolanów                 |
| 1384 | gm. Krzanowice              |
| 1385 | gm. Kodr?b                  |
| 1386 | gm. Mszczonów               |
| 1387 | gm. D?ugosiod?o             |
| 1388 | gm. Miko?ajki Pomorskie     |
| 1389 | gm. Ostróda                 |
| 1390 | gm. D?brówno                |
| 1391 | gm. Niegos?awice            |
| 1392 | gm. Rzeczenica              |
| 1393 | gm. Radowo Ma?e             |
| 1394 | gm. Czarna D?brówka         |
| 1395 | gm. Parchowo                |
| 1396 | gm. Kcynia                  |
| 1397 | gm. Godziszów               |
| 1398 | gm. Drwinia                 |
| 1399 | gm. Jutrosin                |
| 1400 | gm. Szczawin Ko?c.          |
| 1401 | gm. Trzebnica               |
| 1402 | gm. Dubeninki               |
| 1403 | gm. Gródek                  |
| 1404 | gm. Krzemieniewo            |
| 1405 | gm. Orla                    |
| 1406 | gm. Spiczyn                 |
| 1407 | gm. ?órawina                |
| 1408 | gm. Kargowa                 |
| 1409 | gm. Lelkowo                 |
| 1410 | gm. Szastarka               |
| 1411 | gm. Kode?                   |
| 1412 | gm. Polanka Wielka          |
| 1413 | gm. Bia?e B?ota             |
| 1414 | gm. Dobrzyniewo Du?e        |
| 1415 | gm. Krz?cin                 |
| 1416 | gm. ?ychlin                 |
| 1417 | gm. Kosów Lacki             |
| 1418 | gm. Malanów                 |
| 1419 | gm. Niepor?t                |
| 1420 | gm. Sabnie                  |
| 1421 | gm. So?nicowice             |
| 1422 | gm. Ulhówek                 |
| 1423 | gm. Odolanów                |
| 1424 | gm. Nowosolna               |
| 1425 | gm. Kobiór                  |
| 1426 | gm. Kolsko                  |
| 1427 | gm. Lipnica Murowana        |
| 1428 | gm. Rogowo                  |
| 1429 | gm. Ksawerów                |
| 1430 | gm. Kosakowo                |
| 1431 | gm. Sucha?                  |
| 1432 | gm. Zakroczym               |
| 1433 | gm. Karnice                 |
| 1434 | gm. Nowa Wie? L?borska      |
| 1435 | gm. ?lemie?                 |
| 1436 | gm. Borkowice               |
| 1437 | gm. Raci??ek                |
| 1438 | gm. K?omnice                |
| 1439 | gm. Osielsko                |
| 1440 | gm. Nowa Karczma            |
| 1441 | gm. Lipusz                  |
| 1442 | gm. Babiak                  |
| 1443 | gm. Siemy?l                 |
| 1444 | gm. Wymiarki                |
| 1445 | gm. Wisznice                |
| 1446 | gm. Gi?ycko                 |
| 1447 | gm. I?owo-Osada             |
| 1448 | gm. Jastków                 |
| 1449 | gm. Kobiele Wielkie         |
| 1450 | gm. Prusice                 |
| 1451 | gm. Stare Pole              |
| 1452 | gm. Wicko                   |
| 1453 | gm. Wielgom?yny             |
| 1454 | gm. ?yszkowice              |
| 1455 | gm. Hanna                   |
| 1456 | gm. Babimost                |
| 1457 | gm. Besko                   |
| 1458 | gm. Bli?yn                  |
| 1459 | gm. Bo?ki                   |
| 1460 | gm. Budry                   |
| 1461 | gm. Czeremcha               |
| 1462 | gm. Czy?ew                  |
| 1463 | gm. Damas?awek              |
| 1464 | gm. Domaniewice             |
| 1465 | gm. D?bowa K?oda            |
| 1466 | gm. D?wierzuty              |
| 1467 | gm. Grunwald                |
| 1468 | gm. So?sk                   |
| 1469 | gm. Horyniec-Zdrój          |
| 1470 | gm. Iwkowa                  |
| 1471 | gm. Kazimierz Biskupi       |
| 1472 | gm. Kleszczewo              |
| 1473 | gm. Klonowa                 |
| 1474 | gm. Klukowo                 |
| 1475 | gm. Kondratowice            |
| 1476 | gm. Koneck                  |
| 1477 | gm. Krasiczyn               |
| 1478 | gm. Krypno                  |
| 1479 | gm. Lanckorona              |
| 1480 | gm. I?awa                   |
| 1481 | gm. Lipie                   |
| 1482 | gm. Lubanie                 |
| 1483 | gm. Lutowiska               |
| 1484 | gm. Majdan Królewski        |
| 1485 | gm. Ma?y P?ock              |
| 1486 | gm. Milanów                 |
| 1487 | gm. Mys?akowice             |
| 1488 | gm. Narewka                 |
| 1489 | gm. Niechanowo              |
| 1490 | gm. Nowinka                 |
| 1491 | gm. Olszanica               |
| 1492 | gm. Osi?ciny                |
| 1493 | gm. Platerów                |
| 1494 | gm. Radzanów                |
| 1495 | gm. Rozogi                  |
| 1496 | gm. Rychtal                 |
| 1497 | gm. Sierakowice             |
| 1498 | gm. Srokowo                 |
| 1499 | gm. Stary Targ              |
| 1500 | gm. Sulików                 |
| 1501 | gm. Szepietowo              |
| 1502 | gm. Szumowo                 |
| 1503 | gm. S?awatycze              |
| 1504 | gm. Tarczyn                 |
| 1505 | gm. Trzcianne               |
| 1506 | gm. T?uchowo                |
| 1507 | gm. Wielbark                |
| 1508 | gm. Wieprz                  |
| 1509 | gm. Wi?niew                 |
| 1510 | gm. ?ukta                   |
| 1511 | gm. ?ukowa                  |
| 1512 | gm. ?ytno                   |
| 1513 | gm. Smo?dzino               |
| 1514 | gm. Piecki                  |
| 1515 | gm. Nowiny                  |
| 1516 | gm. P?c?aw                  |
| 1517 | gm. Bobrowo                 |
| 1518 | gm. Dragacz                 |
| 1519 | gm. Biszcza                 |
| 1520 | gm. Dobromierz              |
| 1521 | gm. Liniewo                 |
| 1522 | gm. Lipce Reymontowskie     |
| 1523 | gm. Przystaj?               |
| 1524 | gm. Krupski M?yn            |
| 1525 | gm. Jasionówka              |
| 1526 | gm. Przero?l                |
| 1527 | gm. Manowo                  |
| 1528 | gm. Raczki                  |
| 1529 | gm. Lubomia                 |
| 1530 | gm. ?liwice                 |
| 1531 | gm. Niechlów                |
| 1532 | gm. Kaliska                 |
| 1533 | gm. Dobre                   |
| 1534 | gm. Gostycyn                |
| 1535 | gm. Zblewo                  |
| 1536 | gm. ?wierklaniec            |
| 1537 | gm. Lipka                   |
| 1538 | gm. Tuchomie                |
| 1539 | gm. Pomiechówek             |
